wikidata_id,label_en,label_sv,category
Q29875531,Skoftesta skans,Skoftesta skans,Administrative_Entity
Q29876687,,Bälinge 1:2,Administrative_Entity
Q29877120,,Lillhärad 36:1,Administrative_Entity
Q29877241,,Munktorp 1:1,Administrative_Entity
Q29877291,Stenby Fort,Stenby borg,Administrative_Entity
Q29877550,,Visberget,Administrative_Entity
Q29877709,,Ringmursberget,Administrative_Entity
Q29878627,,Stålberget,Administrative_Entity
Q29878629,Nogsta Redoubt,Nogsta skans,Administrative_Entity
Q29878755,,Grävlingsberget,Administrative_Entity
Q29878770,,Sjöhagsberget,Administrative_Entity
Q29878876,,Romfartuna 67:1,Administrative_Entity
Q29878953,Sjöbo Redoubt,Sjöbo skans,Administrative_Entity
Q29879619,,Ekeby 140:1,Administrative_Entity
Q29880022,,Faringe 81:1,Administrative_Entity
Q29880322,,Vallbyborg,Administrative_Entity
Q29880442,,Tidöborgen,Administrative_Entity
Q29880452,,Vikhusborgen,Administrative_Entity
Q29880495,,Rytterne 97:1,Administrative_Entity
Q29880781,,Gullbo,Administrative_Entity
Q29881309,,Kampberget,Administrative_Entity
Q29881451,Sura Redoubt,Sura skans,Administrative_Entity
Q29881776,,Funbo 65:1,Administrative_Entity
Q29881946,,Funbo 116:1,Administrative_Entity
Q29882039,,Funbo 140:1,Administrative_Entity
Q29882078,,Funbo 160:1,Administrative_Entity
Q29882175,,Funbo 191:1,Administrative_Entity
Q29882313,,Giresta 31:1,Administrative_Entity
Q29882389,,Skantzen,Administrative_Entity
Q29882942,,Utnäs fornborg,Administrative_Entity
Q29883059,,Borgby-skans,Administrative_Entity
Q29883299,Bejby Fort,Bejby borg,Administrative_Entity
Q29883590,,Torpsten,Administrative_Entity
Q29883627,,Hagsberget,Administrative_Entity
Q29883681,,Uvberget,Administrative_Entity
Q29884767,,Smedsboborg.,Administrative_Entity
Q29884797,,Vittinge 24:1,Administrative_Entity
Q29884801,Östlunda Fort,Östlunda borg,Administrative_Entity
Q29884870,,Skansberget,Administrative_Entity
Q29885199,,Rönnbyborg,Administrative_Entity
Q29885661,,Husby-Långhundra 39:1,Administrative_Entity
Q29885767,,Berghagen,Administrative_Entity
Q29885887,,Önstensborg,Administrative_Entity
Q29885899,,Husby-Långhundra 118:1,Administrative_Entity
Q29886005,,Broborg,Administrative_Entity
Q29886114,,Husby-Långhundra 193:1,Administrative_Entity
Q29886128,,Husby-Långhundra 200:1,Administrative_Entity
Q29886208,,Husby-Långhundra 232:1,Administrative_Entity
Q29886578,,Joar Blå,Administrative_Entity
Q29886981,,Häggeby 91:1,Administrative_Entity
Q29887129,,Jättekyrkan,Administrative_Entity
Q29888917,,Skansberget,Administrative_Entity
Q29889288,,"Borga, Börga, Borgen",Administrative_Entity
Q29889351,,"Borgaråsen, Jernsättsberg",Administrative_Entity
Q29889727,,Knutby 62:1,Administrative_Entity
Q29889803,,Vällnora fornborg,Administrative_Entity
Q29889801,,Knutby 102:1,Administrative_Entity
Q29889835,,Knutby 133:1,Administrative_Entity
Q29889879,,Knutby 187:1,Administrative_Entity
Q29890234,,Ringmuren,Administrative_Entity
Q29890468,,Borgen,Administrative_Entity
Q29890510,,Kungs-Husby 74:1,Administrative_Entity
Q29891306,Salsta Fort,Salsta borg,Administrative_Entity
Q29897187,,Rödklitten,Administrative_Entity
Q29898026,,Nysätra 2:1,Administrative_Entity
Q29898064,,Nysätra 26:1,Administrative_Entity
Q29901569,,Storbacken,Administrative_Entity
Q29901766,,Rasbo 490:1,Administrative_Entity
Q29902297,,Skansberget,Administrative_Entity
Q29903291,Skutters Redoubt,Skutters skans,Administrative_Entity
Q29903379,,Sättna 8:1,Administrative_Entity
Q29903580,,Borgberget,Administrative_Entity
Q29903657,,Skogs-Tibble 31:1,Administrative_Entity
Q29903808,,Borgberget,Administrative_Entity
Q29903963,,Prästhusberget,Administrative_Entity
Q29904356,,Lugneborgen el Lugneslott,Administrative_Entity
Q29904381,,Håberget,Administrative_Entity
Q29905084,,Källberget,Administrative_Entity
Q29905932,,Stavby 79:1,Administrative_Entity
Q29905940,,Hatten,Administrative_Entity
Q29905978,,Stavby 111:1,Administrative_Entity
Q29906199,,Västra Frölunda 119:1,Administrative_Entity
Q29906472,,Brännkyrka 92:1,Administrative_Entity
Q29906542,,Brännkyrka 159:1,Administrative_Entity
Q29906937,,Bromma 136:1,Administrative_Entity
Q135434655,,Vetlanda municipalsamhälle,Administrative_Entity
Q135434680,,Vellinge municipalsamhälle,Administrative_Entity
Q135434778,,Vedums municipalsamhälle,Administrative_Entity
Q135434804,,Veberöds municipalsamhälle,Administrative_Entity
Q135434838,,Vara municipalsamhälle,Administrative_Entity
Q135434865,,Vansbro municipalsamhälle,Administrative_Entity
Q135434959,,Valla municipalsamhälle,Administrative_Entity
Q135434979,,Vaggeryds municipalsamhälle,Administrative_Entity
Q135435311,,Ulebergshamns municipalsamhälle,Administrative_Entity
Q135435342,,Töreboda municipalsamhälle,Administrative_Entity
Q2288006,Norra Vallåkra,Norra Vallåkra,Administrative_Entity
Q2288652,Österås,Österås,Administrative_Entity
Q2289063,Villingsberg,Villingsberg,Administrative_Entity
Q2290297,Östra Ramlösa,Östra Ramlösa,Administrative_Entity
Q2291587,Österå,Österå,Administrative_Entity
Q2292809,Estabo,Estabo,Administrative_Entity
Q2292869,Köja and Nyhamn,Köja och Nyhamn,Administrative_Entity
Q2294014,Hjälperöd,Hjälperöd,Administrative_Entity
Q2295588,Malgovik,Malgovik,Administrative_Entity
Q2295866,Kainulasjärvi,Kainulasjärvi,Administrative_Entity
Q2296158,Flistad,Flistad,Administrative_Entity
Q135397361,,Borrby municipalsamhälle,Administrative_Entity
Q135397652,,Bovallstrands municipalsamhälle,Administrative_Entity
Q135397661,,Boxholms municipalsamhälle,Administrative_Entity
Q135397673,,Branteviks municipalsamhälle,Administrative_Entity
Q135397684,,Bredbyns municipalsamhälle,Administrative_Entity
Q135397690,,Broby municipalsamhälle,Administrative_Entity
Q135400722,,Brålanda municipalsamhälle,Administrative_Entity
Q135400826,,Bräcke municipalsamhälle,Administrative_Entity
Q135400969,,Brännö municipalsamhälle,Administrative_Entity
Q135401062,,Bureå municipalsamhälle,Administrative_Entity
Q135401375,,Burträsks municipalsamhälle,Administrative_Entity
Q135401571,,Byske municipalsamhälle,Administrative_Entity
Q135402380,,Båstads köpings municipalsamhälle,Administrative_Entity
Q135402705,,Charlottenbergs municipalsamhälle,Administrative_Entity
Q135403734,,Dalby municipalsamhälle,Administrative_Entity
Q135403786,,Degerfors municipalsamhälle,Administrative_Entity
Q135403813,,Deje municipalsamhälle,Administrative_Entity
Q135403824,,Djupviks municipalsamhälle,Administrative_Entity
Q135403834,,Holmsunds municipalsamhälle,Administrative_Entity
Q135403868,,Djursholms municipalsamhälle,Administrative_Entity
Q135403897,,Domnarvets municipalsamhälle,Administrative_Entity
Q135403932,,Donsö municipalsamhälle,Administrative_Entity
Q135403969,,Dorotea municipalsamhälle,Administrative_Entity
Q135404014,,Drottningholms municipalsamhälle,Administrative_Entity
Q135404477,,Eds municipalsamhälle,Administrative_Entity
Q135409567,,Edshultshalls municipalsamhälle,Administrative_Entity
Q135409595,,Ellös municipalsamhälle,Administrative_Entity
Q135409639,,Falköpings förstäders municipalsamhälle,Administrative_Entity
Q135409648,,Fellingsbro municipalsamhälle,Administrative_Entity
Q135409685,,Fiskebäckskils municipalsamhälle,Administrative_Entity
Q135409774,,Fjugesta municipalsamhälle,Administrative_Entity
Q135409822,,Fjällbacka municipalsamhälle,Administrative_Entity
Q135409839,,Flatholmens municipalsamhälle,Administrative_Entity
Q135409881,,Flens municipalsamhälle,Administrative_Entity
Q135409905,,Floby municipalsamhälle,Administrative_Entity
Q135409981,,Flysta municipalsamhälle,Administrative_Entity
Q135410010,,Forserums municipalsamhälle,Administrative_Entity
Q135410029,,Forshaga municipalsamhälle,Administrative_Entity
Q135410515,,Frövi municipalsamhälle,Administrative_Entity
Q135410548,,Fullersta municipalsamhälle,Administrative_Entity
Q135410582,,Huddinge municipalsamhälle,Administrative_Entity
Q135410756,,Furulunds municipalsamhälle,Administrative_Entity
Q135412255,,Gamleby municipalsamhälle,Administrative_Entity
Q135412382,,Gislaveds municipalsamhälle,Administrative_Entity
Q135412464,,Glimåkra municipalsamhälle,Administrative_Entity
Q135412470,,Gnesta municipalsamhälle,Administrative_Entity
Q135412490,,Granöns municipalsamhälle,Administrative_Entity
Q135412544,,Gravarne och Bäckeviks municipalsamhälle,Administrative_Entity
Q135412572,,Grebbestads municipalsamhälle,Administrative_Entity
Q135412648,,Grillby municipalsamhälle,Administrative_Entity
Q135412719,,Hagens municipalsamhälle,Administrative_Entity
Q135412731,,Långedrags municipalsamhälle,Administrative_Entity
Q135416269,,Östersidans municipalsamhälle,Administrative_Entity
Q135416380,,Östansjö municipalsamhälle,Administrative_Entity
Q135416528,,Örkelljunga municipalsamhälle,Administrative_Entity
Q135416560,,Önnestads municipalsamhälle,Administrative_Entity
Q135416591,,Ödeshögs municipalsamhälle,Administrative_Entity
Q135416618,,Älvsbyns municipalsamhälle,Administrative_Entity
Q135416647,,Älmhults municipalsamhälle,Administrative_Entity
Q135416677,,Åviks municipalsamhälle,Administrative_Entity
Q135416884,,Åtvidabergs municipalsamhälle,Administrative_Entity
Q135417276,,Åstorps municipalsamhälle,Administrative_Entity
Q135418081,,Åstols municipalsamhälle,Administrative_Entity
Q135418220,,Åsele municipalsamhälle,Administrative_Entity
Q135418483,,Åseda municipalsamhälle,Administrative_Entity
Q135418535,,Årjängs municipalsamhälle,Administrative_Entity
Q135418604,,Ånäsets municipalsamhälle,Administrative_Entity
Q135418681,,Åmotfors municipalsamhälle,Administrative_Entity
Q135418729,,Åkarps municipalsamhälle,Administrative_Entity
Q135418767,,Åhus municipalsamhälle,Administrative_Entity
Q135418955,,Växjö Östregårds municipalsamhälle,Administrative_Entity
Q135419087,,Västra Sallerups municipalsamhälle,Administrative_Entity
Q135419288,,Västanfors municipalsamhälle,Administrative_Entity
Q135419353,,Vännäsby municipalsamhälle,Administrative_Entity
Q135419384,,Vännäs municipalsamhälle,Administrative_Entity
Q135424617,,Väjerns municipalsamhälle,Administrative_Entity
Q135426885,,Vårgårda municipalsamhälle,Administrative_Entity
Q135427028,,Vrångö municipalsamhälle,Administrative_Entity
Q135427091,,Vretstorps municipalsamhälle,Administrative_Entity
Q135427820,,Vivsta-Näs municipalsamhälle,Administrative_Entity
Q135427843,,Vitemölla municipalsamhälle,Administrative_Entity
Q135427876,,Vislanda municipalsamhälle,Administrative_Entity
Q135427902,,Virserums municipalsamhälle,Administrative_Entity
Q135427984,,Vinslövs municipalsamhälle,Administrative_Entity
Q135428045,,Vingåkers municipalsamhälle,Administrative_Entity
Q135430476,,Vindelns municipalsamhälle,Administrative_Entity
Q135433306,,Vilhelmina municipalsamhälle,Administrative_Entity
Q135433336,,Vilans municipalsamhälle,Administrative_Entity
Q135434596,,Vikens municipalsamhälle,Administrative_Entity
Q10520559,Helsingborg city,Helsingborgs stad,Administrative_Entity
Q10522172,Hensmåla,Hensmåla,Administrative_Entity
Q10522720,,Herrljunga köping,Administrative_Entity
Q10524026,Hilleshög,Hilleshög,Administrative_Entity
Q10524145,Himle hundred,Himle härad,Administrative_Entity
Q10524740,Hjo Town,Hjo stad,Administrative_Entity
Q10524858,Hjälmseryd,Hjälmseryd,Administrative_Entity
Q10524982,Ho,Ho,Administrative_Entity
Q10525138,Hol,Hol,Administrative_Entity
Q10525290,Holmen,Holmen,Administrative_Entity
Q10525337,Holmstorp,Holmstorp,Administrative_Entity
Q10525341,,Holmsunds köping,Administrative_Entity
Q10525350,Holmåkra-Hallagärde-Surteby,Holmåkra-Hallagärde-Surteby,Administrative_Entity
Q10526355,Horn,Horn,Administrative_Entity
Q10526509,Hossmo,Hossmo,Administrative_Entity
Q10726776,Ås,Ås,Administrative_Entity
Q10726786,Ås hundred,Ås härad,Administrative_Entity
Q10726884,Åse hundred,Åse härad,Administrative_Entity
Q10726888,,Åseda köping,Administrative_Entity
Q10726896,,Åsele köping,Administrative_Entity
Q10726920,Åskloster,Åskloster,Administrative_Entity
Q10726941,,Åstorps köping,Administrative_Entity
Q10726946,Åsunda hundred,Åsunda härad,Administrative_Entity
Q10726951,Åsättra,Åsättra,Administrative_Entity
Q10727006,,Åtvidabergs köping,Administrative_Entity
Q10727192,Öjebro,Öjebro,Administrative_Entity
Q10727201,Öjersbo,Öjersbo,Administrative_Entity
Q10727231,Öknebo hundred,Öknebo härad,Administrative_Entity
Q10727297,Ölme hundred,Ölme härad,Administrative_Entity
Q10727348,Önnarp,Önnarp,Administrative_Entity
Q10727354,Önnerud,Önnerud,Administrative_Entity
Q10727430,,Örby municipalsamhälle,Administrative_Entity
Q10727437,Örbyhus hundred,Örbyhus härad,Administrative_Entity
Q10727469,Örebro hundred,Örebro härad,Administrative_Entity
Q10727490,Örebro Town,Örebro stad,Administrative_Entity
Q10727516,Öregrund city,Öregrunds stad,Administrative_Entity
Q10727546,Öresund Barrier,Öresundsspärren,Administrative_Entity
Q2298853,Garn and Eckene,Garn och Eckene,Administrative_Entity
Q2299359,Böle,Böle,Administrative_Entity
Q2301801,Ekebol,Ekebol,Administrative_Entity
Q2302118,Borgafjäll,Borgafjäll,Administrative_Entity
Q2302741,Näsudden and Berget,Näsudden och Berget,Administrative_Entity
Q2302914,Rammsjöstrand,Rammsjöstrand,Administrative_Entity
Q2302919,Lingsberg,Lingsberg,Administrative_Entity
Q2303211,Orbaden,Orbaden,Administrative_Entity
Q2303967,Kåkenäs,Kåkenäs,Administrative_Entity
Q2305466,Lundby,Lundby,Administrative_Entity
Q2309032,Röset and Pusta,Röset och Pusta,Administrative_Entity
Q2310574,Spiken,Spiken,Administrative_Entity
Q2310830,Haapakylä,Haapakylä,Administrative_Entity
Q10526636,Hov,Hov,Administrative_Entity
Q10526688,,Hovmantorps köping,Administrative_Entity
Q10526845,Huddunge,Huddunge,Administrative_Entity
Q10526864,Hudiksvall Town,Hudiksvalls stad,Administrative_Entity
Q10526972,Hult,Hult,Administrative_Entity
Q10526984,Hulterstad hundred,Hulterstads härad,Administrative_Entity
Q10526991,Hultsbruk,Hultsbruk,Administrative_Entity
Q10527000,,Hultsfreds köping,Administrative_Entity
Q10527014,Hultängen-Glosås,Hultängen-Glosås,Administrative_Entity
Q10527114,Hummelstad,Hummelstad,Administrative_Entity
Q10527403,Husinge,Husinge,Administrative_Entity
Q10527414,,Huskvarna köping,Administrative_Entity
Q10529212,Hyltarp,Hyltarp,Administrative_Entity
Q10531246,Hägdarve and Dede,Hägdarve och Dede,Administrative_Entity
Q10531277,Häggeby,Häggeby,Administrative_Entity
Q10531298,Häggsjövik,Häggsjövik,Administrative_Entity
Q2313797,Kville,Kville,Administrative_Entity
Q2313807,Hammar and Kornhall,Hammar och Kornhall,Administrative_Entity
Q2314580,Gumhöjden,Gumhöjden,Administrative_Entity
Q2315743,Backa and Björknäs,Backa och Björknäs,Administrative_Entity
Q2316053,Kattvik,Kattvik,Administrative_Entity
Q2316400,Källna,Källna,Administrative_Entity
Q2316457,Kälsjärv,Kälsjärv,Administrative_Entity
Q2316801,Edsta,Edsta,Administrative_Entity
Q2319386,Hidingen,Hidingen,Administrative_Entity
Q2320286,Auktsjaur,Auktsjaur,Administrative_Entity
Q10727575,Örja kyrkby,Örja kyrkby,Administrative_Entity
Q10727572,Öringe,Öringe,Administrative_Entity
Q10727607,Örnahusen,Örnahusen,Administrative_Entity
Q10727639,Örnsköldsvik Town,Örnsköldsviks stad,Administrative_Entity
Q10727636,,Örnsköldsviks köping,Administrative_Entity
Q10727714,Örtomta,Örtomta,Administrative_Entity
Q10727765,Östad,Östad,Administrative_Entity
Q10727779,Östanbäck,Östanbäck,Administrative_Entity
Q10727777,Östanbyn,Östanbyn,Administrative_Entity
Q10727802,Östbo hundred,Östbo härad,Administrative_Entity
Q10727839,Österby,Österby,Administrative_Entity
Q10727843,Österbyggebo,Österbyggebo,Administrative_Entity
Q10728065,Östermalm,Östermalm,Administrative_Entity
Q10728087,Österrekarne hundred,Österrekarne härad,Administrative_Entity
Q10728134,Östersund Town,Östersunds stad,Administrative_Entity
Q29907715,,Lundby 110:1,Administrative_Entity
Q29907777,,Tierp 140:1,Administrative_Entity
Q29907947,,Spånga 58:1,Administrative_Entity
Q29908056,,Tillinge 71:1,Administrative_Entity
Q29908173,,Borgen,Administrative_Entity
Q29908514,,(Berget kallas) Korpåsen,Administrative_Entity
Q29908512,,By 71:1,Administrative_Entity
Q29908603,,Ringberget,Administrative_Entity
Q29908897,,Myrsjöberget,Administrative_Entity
Q29909258,,Stora Rövarborgen,Administrative_Entity
Q29909261,,Lilla Rövarborgen,Administrative_Entity
Q29909907,,Torstuna 455:1,Administrative_Entity
Q29909915,Brudberget,Brudberget,Administrative_Entity
Q29910268,,Holmen,Administrative_Entity
Q29911680,,Stensborg,Administrative_Entity
Q29914153,,Tuna 167:1,Administrative_Entity
Q29914642,,Uppsala 411:1,Administrative_Entity
Q29914782,,Sorunda 840,Administrative_Entity
Q29915939,Norsten,Norsten,Administrative_Entity
Q29917280,,Vaksala 239:1,Administrative_Entity
Q29917529,,Helgona 300,Administrative_Entity
Q29917546,,Fogdö 488,Administrative_Entity
Q29917700,,Borgaringen,Administrative_Entity
Q29919258,,Berghem 119,Administrative_Entity
Q29920370,,Borgnäbb,Administrative_Entity
Q29921542,,Vänge 200:1,Administrative_Entity
Q29921545,,Vänge 210:1,Administrative_Entity
Q29922029,,Åland 4:1,Administrative_Entity
Q29922035,,Borgberget,Administrative_Entity
Q29922033,,Åland 8:1,Administrative_Entity
Q29922043,,Älvkarleby 2:1,Administrative_Entity
Q29922040,,Åland 21:1,Administrative_Entity
Q29922041,,Skansberget,Administrative_Entity
Q29922631,,Eskilstuna 650,Administrative_Entity
Q29927524,,Ärentuna 272:1,Administrative_Entity
Q29927790,,Nykil 223,Administrative_Entity
Q29932452,,Borgberget,Administrative_Entity
Q29933860,,Övergran 94:1,Administrative_Entity
Q29935277,,Aspö 20:1,Administrative_Entity
Q29939086,,Aspö 61:1,Administrative_Entity
Q29939120,,Aspö 89:1,Administrative_Entity
Q29939180,Stenby hillfort,Stenby skans,Administrative_Entity
Q29939297,,Barva 14:1,Administrative_Entity
Q29939598,,Vinnsberg,Administrative_Entity
Q29940121,,Visberget,Administrative_Entity
Q29940178,,Bettna 52:1,Administrative_Entity
Q29940572,,Bettna 205:1,Administrative_Entity
Q29940701,,Bettna 239:1,Administrative_Entity
Q29941086,,Bettna 364:1,Administrative_Entity
Q29941113,,Björkvik 3:1,Administrative_Entity
Q29941311,,Borgarberget,Administrative_Entity
Q29942062,,Björnlunda 123:1,Administrative_Entity
Q29942169,,Björnlunda 145:1,Administrative_Entity
Q29942738,Hovby Redoubt,Hovby skans,Administrative_Entity
Q29942920,,Blacksta 51:1,Administrative_Entity
Q29942981,,Blacksta 66:1,Administrative_Entity
Q29943109,,Skansberget,Administrative_Entity
Q29943124,Borgs Redoubt,Borgs skans,Administrative_Entity
Q29943198,,Bogsta 122:1,Administrative_Entity
Q29943841,,Vigse berg,Administrative_Entity
Q29943872,,Dunker 148:1,Administrative_Entity
Q29944638,,Eskilstuna 225:1,Administrative_Entity
Q29944636,,Eskilstuna 224:1,Administrative_Entity
Q29944678,Intagsberget,Intagsberget,Administrative_Entity
Q29944696,,Eskilstuna 274:1,Administrative_Entity
Q29944738,Eskilstuna 325:1,Eskilstuna 325:1,Administrative_Entity
Q29944947,,Eskilstuna 521:1,Administrative_Entity
Q29945016,,Eskilstuna 528:1,Administrative_Entity
Q29945057,,Eskilstuna 531:1,Administrative_Entity
Q29945064,Skjulstaberget,Skjulstabergets fornborg,Administrative_Entity
Q29945086,,Eskilstuna 534:1,Administrative_Entity
Q29945097,Uvberget,Uvberget,Administrative_Entity
Q29945108,,Eskilstuna 536:1,Administrative_Entity
Q29945426,,Eskilstuna 610:1,Administrative_Entity
Q29945532,,Flen 21:1,Administrative_Entity
Q29945578,,Flen 26:1,Administrative_Entity
Q29945672,Floda 20:1,Floda 20:1,Administrative_Entity
Q29946140,Stenby Fort,Stenby borg,Administrative_Entity
Q29946479,Sofielunds Redoubt,Sofielunds skans,Administrative_Entity
Q29946477,,Forssa 5:1,Administrative_Entity
Q29946491,,Forssa 11:1,Administrative_Entity
Q29946653,,Frustuna 24:1,Administrative_Entity
Q29946841,,Frustuna 132:1,Administrative_Entity
Q29946903,,Frustuna 161:1,Administrative_Entity
Q2311748,Västerkärr,Västerkärr,Administrative_Entity
Q10531308,Häggvik,Häggvik,Administrative_Entity
Q10531312,Häglinge,Häglinge,Administrative_Entity
Q10531334,Häljalt,Häljalt,Administrative_Entity
Q10531376,,Hällefors köping,Administrative_Entity
Q10531387,Hällesjö,Hällesjö,Administrative_Entity
Q10531415,Hällestrand,Hällestrand,Administrative_Entity
Q10531419,Hällesås,Hällesås,Administrative_Entity
Q10531541,Händelöp,Händelöp,Administrative_Entity
Q10531622,,Häradsvapen i Sverige,Administrative_Entity
Q10531751,Härnösand Town,Härnösands stad,Administrative_Entity
Q10531788,,Hässelby villastads köping,Administrative_Entity
Q10531825,Hässleholm Town,Hässleholms köping,Administrative_Entity
Q10531960,Håbo hundred,Håbo härad,Administrative_Entity
Q10531965,Håbol,Håbol,Administrative_Entity
Q10531978,Håfors,Håfors,Administrative_Entity
Q2320474,Kukkola,Kukkola,Administrative_Entity
Q2323110,Kyna,Kyna,Administrative_Entity
Q2324132,Högen,Högen,Administrative_Entity
Q2324330,Tväråbäck,Tväråbäck,Administrative_Entity
Q2324385,Sandby,Sandby,Administrative_Entity
Q2324694,Fridhemsberg,Fridhemsberg,Administrative_Entity
Q2325293,Prässebo,Prässebo,Administrative_Entity
Q2326928,Åberga,Åberga,Administrative_Entity
Q2327322,Tolg,Tolg,Administrative_Entity
Q2328826,Vebomark,Vebomark,Administrative_Entity
Q2329905,Silvåkra,Silvåkra,Administrative_Entity
Q10728162,Östervång,Östervång,Administrative_Entity
Q10728170,Österåker,Österåker,Administrative_Entity
Q10728191,Österåsen,Österåsen,Administrative_Entity
Q10728225,Östhammar City,Östhammars stad,Administrative_Entity
Q10728229,Östkind hundred,Östkinds härad,Administrative_Entity
Q10728282,Östra Genastorp,Östra Genastorp,Administrative_Entity
Q10728312,Östra Hising hundred,Östra Hisings härad,Administrative_Entity
Q10728360,Mark,Mark,Administrative_Entity
Q10728365,Östra Ny,Östra Ny,Administrative_Entity
Q10728395,Östra Rönnäs,Östra Rönnäs,Administrative_Entity
Q10728474,Östra Värlinge,Östra Värlinge,Administrative_Entity
Q10728484,Östra hundred,Östra härad,Administrative_Entity
Q135445802,,Herrljunga municipalsamhälle,Administrative_Entity
Q135643500,,Tångens municipalsamhälle,Administrative_Entity
Q135647184,,Tyringe municipalsamhälle,Administrative_Entity
Q135647551,,Tumba municipalsamhälle,Administrative_Entity
Q135647748,,Trollhättans municipalsamhälle,Administrative_Entity
Q135648365,,Torsås municipalsamhälle,Administrative_Entity
Q135648404,,Torsby municipalsamhälle,Administrative_Entity
Q135648439,,Torekovs municipalsamhälle,Administrative_Entity
Q135648470,,Tomelilla municipalsamhälle,Administrative_Entity
Q135648597,,Tollarps municipalsamhälle,Administrative_Entity
Q135649788,,Tjörnekalvs municipalsamhälle,Administrative_Entity
Q135649943,,Tidans municipalsamhälle,Administrative_Entity
Q135650259,,Tibro municipalsamhälle,Administrative_Entity
Q135650348,,Tegs municipalsamhälle,Administrative_Entity
Q135650414,,Teckomatorps municipalsamhälle,Administrative_Entity
Q135650486,,Sösdala municipalsamhälle,Administrative_Entity
Q135650532,,Södra Vi municipalsamhälle,Administrative_Entity
Q135650551,,Sävsjö municipalsamhälle,Administrative_Entity
Q135650601,,Sävedalens municipalsamhälle,Administrative_Entity
Q135650623,,Svegsmons municipalsamhälle,Administrative_Entity
Q135652938,,Svedala municipalsamhälle,Administrative_Entity
Q135652964,,Svalövs municipalsamhälle,Administrative_Entity
Q135653178,,Sunne municipalsamhälle,Administrative_Entity
Q135653208,,Sunnanå municipalsamhälle,Administrative_Entity
Q135654087,,Styrsö municipalsamhälle,Administrative_Entity
Q135654977,,Stuvsta municipalsamhälle,Administrative_Entity
Q135655005,,Strömsunds municipalsamhälle,Administrative_Entity
Q135655076,,Strömsnäsbruks municipalsamhälle,Administrative_Entity
Q135655125,,Storviks municipalsamhälle,Administrative_Entity
Q135658708,,Storumans municipalsamhälle,Administrative_Entity
Q135658749,,Stora Dyröns municipalsamhälle,Administrative_Entity
Q135658807,,Stocksunds municipalsamhälle,Administrative_Entity
Q135658867,,Stockens municipalsamhälle,Administrative_Entity
Q135658896,,Stenungsunds municipalsamhälle,Administrative_Entity
Q135658931,,Stenstorps municipalsamhälle,Administrative_Entity
Q135658948,,Stensele municipalsamhälle,Administrative_Entity
Q135659062,,Sparreholms municipalsamhälle,Administrative_Entity
Q135659186,,Sorsele municipalsamhälle,Administrative_Entity
Q135665002,,Sollefteå municipalsamhälle,Administrative_Entity
Q135901529,,Sofielunds municipalsamhälle,Administrative_Entity
Q135901729,,Snättringe municipalsamhälle,Administrative_Entity
Q135901779,,Smögens municipalsamhälle,Administrative_Entity
Q135902189,,Smedstorps municipalsamhälle,Administrative_Entity
Q135902228,,Smedjebackens municipalsamhälle,Administrative_Entity
Q135902487,,Slättens municipalsamhälle,Administrative_Entity
Q135902532,,Skönsmons municipalsamhälle,Administrative_Entity
Q135902548,,Skönsbergs municipalsamhälle,Administrative_Entity
Q135902575,,Skärhamns municipalsamhälle,Administrative_Entity
Q135902608,,Skäldervikens municipalsamhälle,Administrative_Entity
Q135902640,,Skurups municipalsamhälle,Administrative_Entity
Q135902659,,Skillinge municipalsamhälle,Administrative_Entity
Q135902690,,Skillingaryds municipalsamhälle,Administrative_Entity
Q135902725,,Skene municipalsamhälle,Administrative_Entity
Q135902763,,Skelleftestrands municipalsamhälle,Administrative_Entity
Q135902871,,Sjöbo municipalsamhälle,Administrative_Entity
Q135902911,,Segeltorps municipalsamhälle,Administrative_Entity
Q135902942,,Sannäs municipalsamhälle,Administrative_Entity
Q135902963,,Sankt Lars municipalsamhälle,Administrative_Entity
Q136375481,,Röstånga municipalsamhälle,Administrative_Entity
Q136375581,,Rönninge municipalsamhälle,Administrative_Entity
Q136375627,,Rättviks municipalsamhälle,Administrative_Entity
Q136379587,,Råå municipalsamhälle,Administrative_Entity
Q136379741,,Råsunda municipalsamhälle,Administrative_Entity
Q136379757,,Ryds municipalsamhälle,Administrative_Entity
Q136379779,,Rundviks municipalsamhälle,Administrative_Entity
Q136379809,,Ruda municipalsamhälle,Administrative_Entity
Q136379848,,Robertsfors municipalsamhälle,Administrative_Entity
Q136379871,,Rimbo municipalsamhälle,Administrative_Entity
Q136379968,,Raus planterings municipalsamhälle,Administrative_Entity
Q136382450,,Pålsboda municipalsamhälle,Administrative_Entity
Q136382608,,Perstorps municipalsamhälle,Administrative_Entity
Q136382755,,Partille municipalsamhälle,Administrative_Entity
Q136384591,,Oxelösunds municipalsamhälle,Administrative_Entity
Q136386258,,Oskarströms municipalsamhälle,Administrative_Entity
Q136386307,,Osby municipalsamhälle,Administrative_Entity
Q136386324,Municipality of Orsa,Orsa municipalsamhälle,Administrative_Entity
Q136386338,,Odenslunds municipalsamhälle,Administrative_Entity
Q136386532,,Obbola municipalsamhälle,Administrative_Entity
Q136386596,,Nässjö municipalsamhälle,Administrative_Entity
Q136386625,,Nyhems municipalsamhälle,Administrative_Entity
Q136386689,,Nyfors municipalsamhälle,Administrative_Entity
Q136387483,,Nya Kopparbergs municipalsamhälle,Administrative_Entity
Q136387524,,Nya Huvudsta municipalsamhälle,Administrative_Entity
